Classifier,Timestamp,Acc,F1,SA,HL,Pr,Re,Accm,AccM,F1m,F1M,Prm,PrM,Rem,ReM
CC,32,0.72714293,0.77188945,0.5999028,0.0,0.81759,0.77473974,0.92694175,0.8727014,0.86456996,0.6955545,0.87515646,0.7036789,0.8542365,0.6876154
CC,33,0.71815026,0.7640377,0.5887443,0.0,0.81287354,0.76595247,0.92412704,0.8685443,0.8589065,0.6907609,0.8709112,0.70061135,0.8472284,0.6811836
CC,34,0.70944023,0.7565305,0.5777683,0.0,0.8087041,0.75753623,0.92131346,0.8644111,0.85324585,0.68622977,0.8667557,0.6977234,0.8401507,0.6751087
CC,35,0.70087576,0.74911827,0.5670545,0.0,0.8045507,0.7492328,0.9184972,0.86032516,0.84758306,0.6812475,0.86266047,0.69442755,0.83302367,0.66855836
CC,36,0.6924161,0.74180007,0.55648834,0.0,0.80057406,0.7409502,0.9156815,0.85619825,0.84192705,0.6763995,0.858646,0.6913789,0.8258468,0.66205543
CC,37,0.6844091,0.7348992,0.54652333,0.0,0.79700756,0.7331058,0.91287506,0.8522379,0.83629566,0.6718019,0.8547155,0.68850684,0.8186529,0.6558884
CC,38,0.6759707,0.7275,0.53624946,0.0,0.7929197,0.7247165,0.9100658,0.84805876,0.83066833,0.66684616,0.85084254,0.68536144,0.81142867,0.6493049
CC,39,0.6675832,0.7200519,0.5262603,0.0,0.7884503,0.7164493,0.9072549,0.82937145,0.82504296,0.56717485,0.84699404,0.58438814,0.8042009,0.5509466
CC,40,0.6581295,0.71121156,0.51606226,0.0,0.7820516,0.7068126,0.90440357,0.8273545,0.81931823,0.5620452,0.84304684,0.579823,0.79688877,0.5453251
CC,41,0.6491209,0.702793,0.5063888,0.0,0.7761819,0.6975169,0.90152603,0.8242431,0.8135239,0.55711097,0.8390342,0.575605,0.7895191,0.5397684
CC,42,0.64031434,0.69456357,0.49697757,0.0,0.7704726,0.68847066,0.8986262,0.8202723,0.807673,0.55232286,0.8349687,0.5716096,0.78210545,0.5342952
CC,43,0.63205296,0.6868552,0.48815906,0.0,0.76533896,0.67986226,0.89572304,0.81691515,0.80180144,0.5477965,0.83088714,0.56798583,0.77468324,0.5289931
CC,44,0.62387115,0.67912364,0.47961515,0.0,0.75981367,0.6714363,0.89281636,0.8133406,0.7959107,0.5431305,0.82678217,0.5643214,0.7672616,0.52347344
CC,45,0.6158359,0.6715028,0.47135222,0.0,0.75452775,0.6630546,0.8899067,0.80987895,0.790006,0.5384318,0.82266736,0.5608029,0.75983906,0.51777714
CC,46,0.60794324,0.6640843,0.46304998,0.0,0.7495139,0.6548597,0.88700354,0.8065836,0.7841071,0.53398246,0.8185615,0.5575784,0.752436,0.5123025
CC,47,0.6000064,0.65648013,0.45499462,0.0,0.7440869,0.6464927,0.88410527,0.8030363,0.77821076,0.5293186,0.81444246,0.5541608,0.7450654,0.50660807
CC,48,0.59254986,0.649406,0.4472865,0.0,0.73926806,0.63864326,0.88122004,0.7995946,0.77233595,0.5250374,0.8103426,0.5512394,0.73773474,0.50121325
CC,49,0.5850162,0.642125,0.4397229,0.0,0.73388624,0.63067055,0.87834334,0.79582864,0.76647437,0.52054507,0.80624604,0.5480681,0.73044205,0.49565417
CC,50,0.5778109,0.6352215,0.43233332,0.0,0.72895,0.6230628,0.8754792,0.79226774,0.76063716,0.51626396,0.8021657,0.54518324,0.72319686,0.4902582
