Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
UnkRM,5,0.026841879,0.026841879,0.026841879,0.026841879,0.026841879,0.026841879,0.026841879,0.026841879,0.026841879,0.026841879,0.026841879
UnkRM,6,0.03524946,0.03524946,0.03524946,0.03524946,0.03524946,0.03524946,0.03524946,0.03524946,0.03524946,0.03524946,0.03524946
UnkRM,7,0.03733241,0.03733241,0.03733241,0.03733241,0.03733241,0.03733241,0.03733241,0.03733241,0.03733241,0.03733241,0.03733241
UnkRM,8,0.042348426,0.042348426,0.042348426,0.042348426,0.042348426,0.042348426,0.042348426,0.042348426,0.042348426,0.042348426,0.042348426
UnkRM,9,0.04097243,0.04097243,0.04097243,0.04097243,0.04097243,0.04097243,0.04097243,0.04097243,0.04097243,0.04097243,0.04097243
UnkRM,10,0.042319193,0.042319193,0.042319193,0.042319193,0.042319193,0.042319193,0.042319193,0.042319193,0.042319193,0.042319193,0.042319193
UnkRM,11,0.045952126,0.045952126,0.045952126,0.045952126,0.045952126,0.045952126,0.045952126,0.045952126,0.045952126,0.045952126,0.045952126
UnkRM,12,0.04517846,0.04517846,0.04517846,0.04517846,0.04517846,0.04517846,0.04517846,0.04517846,0.04517846,0.04517846,0.04517846
UnkRM,13,0.045183618,0.045183618,0.045183618,0.045183618,0.045183618,0.045183618,0.045183618,0.045183618,0.045183618,0.045183618,0.045183618
UnkRM,14,0.045920458,0.045920458,0.045920458,0.045920458,0.045920458,0.045920458,0.045920458,0.045920458,0.045920458,0.045920458,0.045920458
UnkRM,15,0.04753803,0.04753803,0.04753803,0.04753803,0.04753803,0.04753803,0.04753803,0.04753803,0.04753803,0.04753803,0.04753803
UnkRM,16,0.04956126,0.04956126,0.04956126,0.04956126,0.04956126,0.04956126,0.04956126,0.04956126,0.04956126,0.04956126,0.04956126
UnkRM,17,0.049933683,0.049933683,0.049933683,0.049933683,0.049933683,0.049933683,0.049933683,0.049933683,0.049933683,0.049933683,0.049933683
UnkRM,18,0.05175556,0.05175556,0.05175556,0.05175556,0.05175556,0.05175556,0.05175556,0.05175556,0.05175556,0.05175556,0.05175556
UnkRM,19,0.29272214,0.29272214,0.29272214,0.29272214,0.29272214,0.29272214,0.29272214,0.29272214,0.29272214,0.29272214,0.29272214
UnkRM,20,0.29577392,0.29577392,0.29577392,0.29577392,0.29577392,0.29577392,0.29577392,0.29577392,0.29577392,0.29577392,0.29577392
UnkRM,21,0.29828316,0.29828316,0.29828316,0.29828316,0.29828316,0.29828316,0.29828316,0.29828316,0.29828316,0.29828316,0.29828316
UnkRM,22,0.20559411,0.20559411,0.20559411,0.20559411,0.20559411,0.20559411,0.20559411,0.20559411,0.20559411,0.20559411,0.20559411
UnkRM,23,0.12111673,0.12111673,0.12111673,0.12111673,0.12111673,0.12111673,0.12111673,0.12111673,0.12111673,0.12111673,0.12111673
UnkRM,24,0.10034342,0.10034342,0.10034342,0.10034342,0.10034342,0.10034342,0.10034342,0.10034342,0.10034342,0.10034342,0.10034342
UnkRM,25,0.09751399,0.09751399,0.09751399,0.09751399,0.09751399,0.09751399,0.09751399,0.09751399,0.09751399,0.09751399,0.09751399
UnkRM,26,0.085552916,0.085552916,0.085552916,0.085552916,0.085552916,0.085552916,0.085552916,0.085552916,0.085552916,0.085552916,0.085552916
UnkRM,27,0.08152907,0.08152907,0.08152907,0.08152907,0.08152907,0.08152907,0.08152907,0.08152907,0.08152907,0.08152907,0.08152907
UnkRM,28,0.07980951,0.07980951,0.07980951,0.07980951,0.07980951,0.07980951,0.07980951,0.07980951,0.07980951,0.07980951,0.07980951
UnkRM,29,0.079781614,0.079781614,0.079781614,0.079781614,0.079781614,0.079781614,0.079781614,0.079781614,0.079781614,0.079781614,0.079781614
UnkRM,30,0.081312425,0.081312425,0.081312425,0.081312425,0.081312425,0.081312425,0.081312425,0.081312425,0.081312425,0.081312425,0.081312425
UnkRM,31,0.08327353,0.08327353,0.08327353,0.08327353,0.08327353,0.08327353,0.08327353,0.08327353,0.08327353,0.08327353,0.08327353
UnkRM,32,0.08573297,0.08573297,0.08573297,0.08573297,0.08573297,0.08573297,0.08573297,0.08573297,0.08573297,0.08573297,0.08573297
