Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.14593422,0.0,0.0,0.08335191,0.0,0.14481103,0.08771328,0.07901518,0.047831256,0.8656754,0.5282731,NaN,0.013539397,54
