Classifier,Timestamp,Acc,F1,SA,HL,Pr,Re,Accm,AccM,F1m,F1M,Prm,PrM,Rem,ReM
CLR,36,0.4112472,0.5475202,0.027037023,0.0,0.5845906,0.5700444,0.80206776,0.79514873,0.56911975,0.33326703,0.6031661,0.35451463,0.5387116,0.31442234
CLR,37,0.41190854,0.5480147,0.02752987,0.0,0.5852443,0.5711937,0.80240417,0.79698396,0.5687274,0.3352706,0.6022875,0.35782513,0.5387098,0.31539086
CLR,38,0.41399047,0.5499995,0.028277095,0.0,0.5873272,0.57368034,0.80276775,0.7992076,0.56846404,0.33583903,0.60158616,0.35894793,0.5387988,0.31552565
CLR,39,0.41517404,0.55121714,0.028781153,0.0,0.58883244,0.57570666,0.8031381,0.800946,0.56827235,0.3364237,0.601003,0.36036193,0.53892267,0.31546772
CLR,40,0.41677868,0.5526592,0.029759329,0.0,0.58963364,0.5781744,0.8035342,0.8029366,0.568165,0.337592,0.6005093,0.3620639,0.53912693,0.3162188
CLR,41,0.41742137,0.55335844,0.030072747,0.0,0.5897782,0.58033,0.8039391,0.8045336,0.56809527,0.3367552,0.6000512,0.36077145,0.5393708,0.31573686
CLR,42,0.41877007,0.5547103,0.030181022,0.0,0.59033394,0.58310777,0.8043624,0.806247,0.5680853,0.3379006,0.5996459,0.36231807,0.53968084,0.31656644
CLR,43,0.41984066,0.55565757,0.031151297,0.0,0.5910203,0.58485126,0.80478954,0.80761546,0.56811553,0.33904716,0.5993031,0.36511305,0.5400133,0.316455
CLR,44,0.41971877,0.5556078,0.03101831,0.0,0.5912381,0.58465594,0.80518633,0.8081094,0.5681397,0.33912975,0.5989927,0.3656812,0.5403093,0.31617296
CLR,45,0.41792747,0.5541266,0.030329034,0.0,0.5917733,0.5809992,0.8054825,0.806763,0.5680749,0.33862644,0.5987211,0.36517465,0.5404132,0.31567678
CLR,46,0.4184939,0.5547434,0.03016181,0.0,0.5927567,0.5816627,0.8057735,0.8075222,0.56804174,0.33852285,0.5985026,0.3646306,0.54053146,0.31590396
CLR,47,0.41915128,0.55536944,0.030568304,0.0,0.5929651,0.5834181,0.8060749,0.8086435,0.56803524,0.3386096,0.5983044,0.36519504,0.54068136,0.31563222
CLR,48,0.4196496,0.55587417,0.030652722,0.0,0.5930272,0.5852127,0.80637884,0.8095586,0.568049,0.33881068,0.5981182,0.36537403,0.54085845,0.31584802
CLR,49,0.42130026,0.55748856,0.031059783,0.0,0.59411836,0.58777666,0.8067073,0.8109632,0.56813127,0.33987454,0.5979906,0.3665023,0.5411121,0.31685394
CLR,50,0.42248005,0.55858505,0.031651303,0.0,0.5946835,0.58988804,0.8070476,0.81207013,0.5682566,0.34056577,0.5978988,0.36784232,0.54141474,0.31705523
