Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
MINAS-BR,1,0.7558928,0.39455253,0.063424125,0.67003894,0.9321012,0.73799723,0.76574,0.61229134,0.65153146,0.9286536,0.92849886
MINAS-BR,2,0.72131187,0.35550815,0.095810704,0.6545772,0.8794608,0.73050344,0.7396546,0.61987776,0.6424689,0.88919175,0.8714829
MINAS-BR,3,0.6701374,0.34826723,0.16892871,0.6326262,0.78811437,0.7184029,0.7135737,0.62783986,0.647281,0.8394965,0.7949948
MINAS-BR,4,0.6204081,0.31274256,0.13842173,0.5891548,0.7286007,0.6989063,0.44923967,0.6195099,0.41147804,0.8016453,0.49463248
MINAS-BR,5,0.6057863,0.31591403,0.12906724,0.5754289,0.70863736,0.6854845,0.44112378,0.6120652,0.40257618,0.7789185,0.48783517
MINAS-BR,6,0.57478267,0.32275927,0.15457638,0.5454872,0.6675105,0.6755077,0.7144068,0.61130744,0.71542054,0.7547752,0.7133959
MINAS-BR,7,0.5444019,0.31583562,0.16146009,0.51596874,0.63059175,0.6660829,0.6861248,0.6117309,0.6819205,0.73103505,0.6903812
MINAS-BR,8,0.5013255,0.29196647,0.1720283,0.47431216,0.5812868,0.6528246,0.61991674,0.607605,0.60707235,0.70531607,0.63331634
MINAS-BR,9,0.4618327,0.2665548,0.18937765,0.43655995,0.5360195,0.6361977,0.5552808,0.5991631,0.5486352,0.67811203,0.5620895
MINAS-BR,10,0.43722594,0.25001174,0.20028175,0.41473776,0.5052047,0.61918426,0.5131225,0.5892653,0.51381266,0.65230393,0.51243424
MINAS-BR,11,0.4182369,0.23332338,0.20229317,0.39678645,0.48390943,0.60239184,0.48127195,0.5779052,0.48334667,0.6290454,0.479215
MINAS-BR,12,0.397491,0.21700811,0.19573818,0.3756188,0.46257195,0.5856375,0.45156115,0.5648075,0.45045605,0.60806286,0.45267168
MINAS-BR,13,0.37783632,0.20372526,0.18826397,0.35614347,0.4412107,0.56919926,0.42617762,0.5508315,0.42229798,0.5888343,0.4301292
