Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.43860078,0.0,0.0,0.29073626,0.9925508,0.4512449,0.45237833,0.2919708,0.29274556,0.9929763,0.99500483,NaN,0.0,0
