Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.38233858,0.013966162,0.007901718,0.29402584,0.5589642,0.4050488,0.34654602,0.3168863,0.2850998,0.56211925,0.46060646,NaN,0.19756363,51
