Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.47389224,0.028132299,0.0,0.36998472,0.6817572,0.5349722,0.4342827,0.42232922,0.35005495,0.73004156,0.59267724,NaN,0.298086,76
