Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
UnkRM,12,0.017182488,0.017182488,0.017182488,0.017182488,0.017182488,0.017182488,0.017182488,0.017182488,0.017182488,0.017182488,0.017182488
UnkRM,13,0.017967273,0.017967273,0.017967273,0.017967273,0.017967273,0.017967273,0.017967273,0.017967273,0.017967273,0.017967273,0.017967273
UnkRM,14,0.018436855,0.018436855,0.018436855,0.018436855,0.018436855,0.018436855,0.018436855,0.018436855,0.018436855,0.018436855,0.018436855
UnkRM,15,0.019062938,0.019062938,0.019062938,0.019062938,0.019062938,0.019062938,0.019062938,0.019062938,0.019062938,0.019062938,0.019062938
UnkRM,16,0.019643016,0.019643016,0.019643016,0.019643016,0.019643016,0.019643016,0.019643016,0.019643016,0.019643016,0.019643016,0.019643016
UnkRM,17,0.22003503,0.22003503,0.22003503,0.22003503,0.22003503,0.22003503,0.22003503,0.22003503,0.22003503,0.22003503,0.22003503
UnkRM,18,0.22027454,0.22027454,0.22027454,0.22027454,0.22027454,0.22027454,0.22027454,0.22027454,0.22027454,0.22027454,0.22027454
UnkRM,19,0.22067747,0.22067747,0.22067747,0.22067747,0.22067747,0.22067747,0.22067747,0.22067747,0.22067747,0.22067747,0.22067747
UnkRM,20,0.22186272,0.22186272,0.22186272,0.22186272,0.22186272,0.22186272,0.22186272,0.22186272,0.22186272,0.22186272,0.22186272
UnkRM,21,0.22322693,0.22322693,0.22322693,0.22322693,0.22322693,0.22322693,0.22322693,0.22322693,0.22322693,0.22322693,0.22322693
UnkRM,22,0.22433944,0.22433944,0.22433944,0.22433944,0.22433944,0.22433944,0.22433944,0.22433944,0.22433944,0.22433944,0.22433944
UnkRM,23,0.22656333,0.22656333,0.22656333,0.22656333,0.22656333,0.22656333,0.22656333,0.22656333,0.22656333,0.22656333,0.22656333
UnkRM,24,0.35624394,0.35624394,0.35624394,0.35624394,0.35624394,0.35624394,0.35624394,0.35624394,0.35624394,0.35624394,0.35624394
UnkRM,25,0.35687867,0.35687867,0.35687867,0.35687867,0.35687867,0.35687867,0.35687867,0.35687867,0.35687867,0.35687867,0.35687867
UnkRM,26,0.35755572,0.35755572,0.35755572,0.35755572,0.35755572,0.35755572,0.35755572,0.35755572,0.35755572,0.35755572,0.35755572
UnkRM,27,0.35812905,0.35812905,0.35812905,0.35812905,0.35812905,0.35812905,0.35812905,0.35812905,0.35812905,0.35812905,0.35812905
UnkRM,28,0.358819,0.358819,0.358819,0.358819,0.358819,0.358819,0.358819,0.358819,0.358819,0.358819,0.358819
UnkRM,29,0.3596139,0.3596139,0.3596139,0.3596139,0.3596139,0.3596139,0.3596139,0.3596139,0.3596139,0.3596139,0.3596139
UnkRM,30,0.36037803,0.36037803,0.36037803,0.36037803,0.36037803,0.36037803,0.36037803,0.36037803,0.36037803,0.36037803,0.36037803
UnkRM,31,0.36108723,0.36108723,0.36108723,0.36108723,0.36108723,0.36108723,0.36108723,0.36108723,0.36108723,0.36108723,0.36108723
UnkRM,32,0.3621792,0.3621792,0.3621792,0.3621792,0.3621792,0.3621792,0.3621792,0.3621792,0.3621792,0.3621792,0.3621792
UnkRM,33,0.36308512,0.36308512,0.36308512,0.36308512,0.36308512,0.36308512,0.36308512,0.36308512,0.36308512,0.36308512,0.36308512
UnkRM,34,0.3640075,0.3640075,0.3640075,0.3640075,0.3640075,0.3640075,0.3640075,0.3640075,0.3640075,0.3640075,0.3640075
UnkRM,35,0.3638134,0.3638134,0.3638134,0.3638134,0.3638134,0.3638134,0.3638134,0.3638134,0.3638134,0.3638134,0.3638134
UnkRM,36,0.36383298,0.36383298,0.36383298,0.36383298,0.36383298,0.36383298,0.36383298,0.36383298,0.36383298,0.36383298,0.36383298
UnkRM,37,0.3638356,0.3638356,0.3638356,0.3638356,0.3638356,0.3638356,0.3638356,0.3638356,0.3638356,0.3638356,0.3638356
UnkRM,38,0.36389852,0.36389852,0.36389852,0.36389852,0.36389852,0.36389852,0.36389852,0.36389852,0.36389852,0.36389852,0.36389852
UnkRM,39,0.36403012,0.36403012,0.36403012,0.36403012,0.36403012,0.36403012,0.36403012,0.36403012,0.36403012,0.36403012,0.36403012
UnkRM,40,0.3644762,0.3644762,0.3644762,0.3644762,0.3644762,0.3644762,0.3644762,0.3644762,0.3644762,0.3644762,0.3644762
UnkRM,41,0.36480227,0.36480227,0.36480227,0.36480227,0.36480227,0.36480227,0.36480227,0.36480227,0.36480227,0.36480227,0.36480227
UnkRM,42,0.3649938,0.3649938,0.3649938,0.3649938,0.3649938,0.3649938,0.3649938,0.3649938,0.3649938,0.3649938,0.3649938
UnkRM,43,0.36521077,0.36521077,0.36521077,0.36521077,0.36521077,0.36521077,0.36521077,0.36521077,0.36521077,0.36521077,0.36521077
UnkRM,44,0.36542904,0.36542904,0.36542904,0.36542904,0.36542904,0.36542904,0.36542904,0.36542904,0.36542904,0.36542904,0.36542904
UnkRM,45,0.36560774,0.36560774,0.36560774,0.36560774,0.36560774,0.36560774,0.36560774,0.36560774,0.36560774,0.36560774,0.36560774
UnkRM,46,0.36578378,0.36578378,0.36578378,0.36578378,0.36578378,0.36578378,0.36578378,0.36578378,0.36578378,0.36578378,0.36578378
UnkRM,47,0.36545244,0.36545244,0.36545244,0.36545244,0.36545244,0.36545244,0.36545244,0.36545244,0.36545244,0.36545244,0.36545244
UnkRM,48,0.36522138,0.36522138,0.36522138,0.36522138,0.36522138,0.36522138,0.36522138,0.36522138,0.36522138,0.36522138,0.36522138
UnkRM,49,0.36495686,0.36495686,0.36495686,0.36495686,0.36495686,0.36495686,0.36495686,0.36495686,0.36495686,0.36495686,0.36495686
UnkRM,50,0.36469373,0.36469373,0.36469373,0.36469373,0.36469373,0.36469373,0.36469373,0.36469373,0.36469373,0.36469373,0.36469373
UnkRM,51,0.3644061,0.3644061,0.3644061,0.3644061,0.3644061,0.3644061,0.3644061,0.3644061,0.3644061,0.3644061,0.3644061
