Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.44076386,0.0,9.96203E-4,0.39609867,0.54934263,0.4690747,0.39333782,0.40148517,0.2944416,0.5646115,0.5934836,NaN,0.0,0
