Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.32549712,0.10400452,0.3658194,0.24910454,0.6008988,0.2961601,0.18731119,0.19786099,0.11959513,0.59480464,0.5177208,NaN,0.29569805,17
