Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.30306634,0.16674219,0.0,0.27352747,0.3663266,0.34162664,0.26045078,0.29750314,0.24506593,0.4030986,0.2823312,NaN,0.17359166,7
