Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk,removedUnk
42,0.26472157,0.15833333,0.0,0.24527778,0.3102778,0.2849151,0.30720082,0.25795496,0.27264342,0.31816846,0.35179007,0.19825374,0,0
43,0.26284766,0.15635179,0.0,0.24348535,0.3083605,0.28427202,0.30890208,0.25754786,0.274695,0.31718433,0.3528404,0.20071155,1,0
44,0.26003468,0.15490717,0.0,0.24084881,0.3050398,0.2835579,0.3092338,0.25707856,0.2754449,0.3161184,0.3524716,0.20295654,0,0
45,0.2566556,0.15248963,0.0,0.23781121,0.3010892,0.2827563,0.30856857,0.25652966,0.27478626,0.31495625,0.35182163,0.20500405,0,0
46,0.25207102,0.14916286,0.0,0.23338407,0.29604262,0.28182527,0.30706185,0.25586236,0.27348354,0.31365225,0.35003972,0.20702581,0,0
47,0.24999928,0.1469712,0.0,0.23113208,0.29419068,0.28088593,0.31129235,0.2551679,0.27852553,0.31236923,0.3527967,0.20889355,0,0
48,0.2467178,0.14389887,0.0,0.22775887,0.29095772,0.27989337,0.31461504,0.25442082,0.28361183,0.31103402,0.35322845,0.21088094,0,0
49,0.24325323,0.14095238,0.0,0.2242857,0.28738096,0.27884218,0.3160032,0.25361037,0.285964,0.30964932,0.3530941,0.21265692,0,0
50,0.23961665,0.13812412,0.0,0.22071862,0.2834811,0.27772367,0.31602177,0.25272778,0.28633603,0.30820674,0.35257483,0.21431416,0,0
51,0.2370381,0.13540713,0.0,0.21797805,0.28110704,0.2765846,0.31710786,0.25181013,0.28765717,0.30676588,0.35327676,0.21583633,0,0
