Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk
34,0.38709572,0.007807546,0.0,0.45517558,0.36246255,0.4047437,0.23965761,0.47916934,0.24805233,0.3503297,0.23181248,0.19927971,10
35,0.3878233,0.00827942,0.0,0.4557782,0.36394578,0.40414542,0.24048129,0.47787356,0.2494936,0.35012656,0.23209736,0.19949265,14
36,0.3875679,0.008274985,0.0,0.4550228,0.36477467,0.40358624,0.24136615,0.47664192,0.25103495,0.34994897,0.23241456,0.20013468,11
37,0.38781762,0.0082328515,0.0,0.4555859,0.36534092,0.40308225,0.2428572,0.4755366,0.2535039,0.34978747,0.23306876,0.20094785,6
38,0.3883863,0.008370873,0.0,0.4564113,0.36621627,0.40264767,0.24309878,0.47455835,0.25455558,0.34966266,0.23262885,0.20100921,8
39,0.3885705,0.008431237,0.0,0.45678198,0.36680976,0.40225822,0.24382713,0.47367153,0.25617346,0.34955707,0.23261616,0.20110139,3
40,0.38894078,0.00889428,0.0,0.45679525,0.3676056,0.40191624,0.2445545,0.4728501,0.2572436,0.34948832,0.2330584,0.2003841,8
41,0.38933808,0.009272045,0.0,0.45662928,0.3688206,0.4016221,0.24465667,0.47207955,0.25760975,0.3494648,0.23294383,0.20001848,18
42,0.3891099,0.009308596,0.0,0.45580816,0.36934435,0.40134043,0.2453569,0.47132453,0.25869256,0.34945238,0.23332876,0.19992973,10
43,0.38943127,0.0092798695,0.0,0.45574507,0.3701914,0.40108952,0.24586508,0.47061798,0.2593984,0.34946063,0.23367387,0.19978751,7
44,0.3894667,0.009406214,0.0,0.45613173,0.37011844,0.40085828,0.2460545,0.4699756,0.25995016,0.34946412,0.23356904,0.1998705,9
45,0.38842085,0.009195747,0.0,0.4567095,0.36789012,0.40057886,0.24562614,0.46939993,0.25916627,0.3493578,0.23343056,0.2000154,3
46,0.38829088,0.0091998475,0.0,0.45693263,0.36766976,0.40030956,0.24621838,0.46887037,0.26021016,0.34924152,0.23365453,0.19966415,4
47,0.38831258,0.009407716,0.0,0.45630872,0.3686196,0.40005907,0.24620262,0.46834803,0.2604016,0.34915018,0.233472,0.1995696,16
48,0.38898683,0.009746096,0.0,0.45681787,0.36979058,0.39985248,0.24729607,0.46787837,0.26187894,0.3490966,0.2342516,0.19948736,11
49,0.3889001,0.009659575,0.0,0.4564738,0.3701662,0.3996617,0.24782297,0.46742317,0.26287854,0.3490592,0.2343985,0.1998604,17
50,0.38874793,0.009709261,0.0,0.45596477,0.37047687,0.39948142,0.247272,0.46697474,0.2625469,0.3490344,0.23367675,0.20032409,9
51,0.38864493,0.009757,0.0,0.4555461,0.37080935,0.39931154,0.24676247,0.466536,0.2622844,0.34902027,0.23297507,0.20076041,9
