Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.38608438,0.045964945,0.0,0.38714486,0.43544075,0.4257023,0.29563975,0.40796652,0.2629629,0.44522765,0.33909285,NaN,0.0,0
