Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.846659,0.6908134,0.0,0.8626508,0.8765828,0.9107532,0.8143368,0.8920904,0.8135326,0.93089896,0.81826705,NaN,0.19645536,13556
