timestamp,cardinality
1,2.0
2000,1.4841628959276019
4000,1.534954407294833
6000,1.5463340122199594
8000,1.525179856115108
10000,1.5362545644235786
12000,1.5219228737453776
14000,1.4798941798941798
16000,1.4758324382384533
18000,1.481359649122807
20000,1.4779206260480715
22000,1.4834096109839816
24000,1.478760045924225
26000,1.4667059516794343
28000,1.4553466509988249
30000,1.4689024390243903
32000,1.4442013129102844
34000,1.4597014925373135
36000,1.4635456638526478
38000,1.4776345716451857
40000,1.4063241106719369
42000,1.0874524714828897
44000,1.5814070351758793
46000,1.6080604534005039
48000,1.612886859462202
50000,1.612099644128114
52000,1.6363168724279835
54000,1.6618332470222683
56000,1.4328824141519252
58000,1.4699424986931522
60000,1.5
62000,1.5118984664198836
64000,1.5555555555555556
66000,1.5789473684210527
68000,1.643939393939394
70000,1.6557911908646004
72000,1.7268803945745992
74000,1.3730255164034022
76000,1.4060822898032201
78000,1.417481662591687
80000,1.4585365853658536
82000,1.5048602673147022
84000,1.5294117647058822
86000,1.5613608748481167
88000,1.6136218968809675
90000,1.6697936210131332
