Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.8320651,0.67540985,0.0,0.85731184,0.853019,0.8994455,0.80793977,0.896744,0.8158134,0.90285766,0.802894,NaN,0.17353104,11265
