Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.43290988,0.2512286,0.069157936,0.4205429,0.48955762,0.5343425,0.46380052,0.51617587,0.46717975,0.55730295,0.46553886,NaN,0.21634573,17492
