Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
MINAS-BR,21,0.49866566,0.2711111,0.0,0.455186,0.6122222,0.5624184,0.4603153,0.47787207,0.36074758,0.6833116,0.6357979
MINAS-BR,22,0.5003877,0.26193002,0.0,0.45334136,0.62301165,0.55310416,0.4612718,0.4671683,0.36175802,0.67778254,0.63631046
MINAS-BR,23,0.50522095,0.26246184,0.0,0.456766,0.6307223,0.5455295,0.46430695,0.4584132,0.3651831,0.6735253,0.6372906
MINAS-BR,24,0.48875776,0.25146198,0.0,0.44395807,0.608512,0.5378819,0.37100127,0.4502402,0.28528062,0.6678903,0.53036433
MINAS-BR,25,0.46953693,0.24157304,0.0,0.42649904,0.58458173,0.5299632,0.35513633,0.44217777,0.26694116,0.66123885,0.53036433
MINAS-BR,26,0.4517707,0.23243243,0.0,0.41036123,0.56246245,0.521908,0.34094602,0.4342794,0.25122252,0.65383905,0.53036433
MINAS-BR,27,0.43578964,0.22376409,0.0,0.39592454,0.5423533,0.51370597,0.3301013,0.4264456,0.2396353,0.6458643,0.5302963
MINAS-BR,28,0.43358332,0.22845188,0.0,0.3949799,0.5366806,0.5061478,0.3302122,0.41930065,0.23912688,0.6383693,0.5333814
MINAS-BR,29,0.44733346,0.24717286,0.0,0.40953228,0.5479267,0.5000984,0.34106398,0.413609,0.2503086,0.6323229,0.5350643
MINAS-BR,30,0.46130127,0.2640625,0.0,0.4238289,0.56041664,0.49539295,0.35001165,0.4091876,0.25931177,0.62761545,0.5382902
MINAS-BR,31,0.47553465,0.28420258,0.0,0.43915418,0.5716805,0.4918236,0.3566404,0.40585274,0.26626432,0.62400526,0.53989184
MINAS-BR,32,0.4829297,0.2967033,0.0,0.44749764,0.5764347,0.48889825,0.35830057,0.4031548,0.2683307,0.6209661,0.53903675
MINAS-BR,33,0.47140092,0.28764203,0.0,0.43738225,0.5620265,0.48565686,0.35177064,0.40029114,0.2613065,0.6173021,0.5380395
MINAS-BR,34,0.45839593,0.27911785,0.0,0.42533946,0.5464048,0.4820944,0.34412864,0.39720908,0.25282326,0.6131211,0.53866315
MINAS-BR,35,0.44583556,0.2712659,0.0,0.413709,0.5313686,0.47823784,0.33639112,0.393913,0.2447052,0.60849917,0.5379496
MINAS-BR,36,0.43368003,0.26367188,0.0,0.40245283,0.5168186,0.47405258,0.32669023,0.39034328,0.2348897,0.6034663,0.5362821
MINAS-BR,37,0.4314928,0.25824872,0.0,0.39921793,0.51670897,0.47017542,0.32473257,0.38699684,0.23222537,0.5988989,0.5397376
MINAS-BR,38,0.4355362,0.25262508,0.0,0.40045336,0.52676547,0.46688157,0.32558447,0.38407925,0.2325226,0.5951983,0.5428464
MINAS-BR,39,0.4370036,0.24608906,0.0,0.39941862,0.5341957,0.46400595,0.32506064,0.38144422,0.23192953,0.5921805,0.54317015
MINAS-BR,40,0.44068438,0.24457479,0.0,0.40146643,0.54154444,0.4616407,0.3269405,0.37922508,0.23358367,0.5898252,0.54460305
MINAS-BR,41,0.44113302,0.23855835,0.0,0.39988562,0.54652935,0.45951548,0.3251692,0.37716952,0.23218699,0.5878609,0.54236674
MINAS-BR,42,0.44226733,0.23338917,0.0,0.39893892,0.5532291,0.45764065,0.3249023,0.3752755,0.23154618,0.5863273,0.5443943
MINAS-BR,43,0.44398463,0.22791712,0.0,0.39849108,0.5601599,0.4560222,0.32517776,0.3735677,0.23154283,0.58518535,0.5459629
MINAS-BR,44,0.44556996,0.2226958,0.0,0.397975,0.5665068,0.45464095,0.3252782,0.37203124,0.23136152,0.5844093,0.54754204
MINAS-BR,45,0.44849056,0.21822916,0.0,0.39861047,0.57491314,0.4535336,0.32618865,0.37069622,0.23177832,0.5840474,0.5503719
MINAS-BR,46,0.44720772,0.21446764,0.0,0.39641634,0.57556456,0.45248562,0.32465923,0.36941007,0.23008092,0.5837673,0.5512653
MINAS-BR,47,0.43762153,0.20987038,0.0,0.3879189,0.56322694,0.45115313,0.32004347,0.36793151,0.22547191,0.5830267,0.5512653
MINAS-BR,48,0.4290884,0.20546608,0.0,0.38075417,0.5518952,0.44966444,0.31723955,0.36640564,0.22272925,0.58188736,0.5510771
MINAS-BR,49,0.4205874,0.20124283,0.0,0.37340596,0.54079026,0.44803974,0.31468046,0.3648376,0.2202003,0.58040196,0.5511665
MINAS-BR,50,0.41242883,0.19718969,0.0,0.36635375,0.53013265,0.446301,0.31215265,0.36323854,0.21771884,0.5786137,0.5512553
MINAS-BR,51,0.4045924,0.1932966,0.0,0.35958,0.5198959,0.44446406,0.3098179,0.3616142,0.21544044,0.5765606,0.5513437
UnkRM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,5,0.008163265,0.008163265,0.008163265,0.008163265,0.008163265,0.008163265,0.008163265,0.008163265,0.008163265,0.008163265,0.008163265
UnkRM,6,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125,0.0125
UnkRM,7,0.018604651,0.018604651,0.018604651,0.018604651,0.018604651,0.018604651,0.018604651,0.018604651,0.018604651,0.018604651,0.018604651
UnkRM,8,0.024444444,0.024444444,0.024444444,0.024444444,0.024444444,0.024444444,0.024444444,0.024444444,0.024444444,0.024444444,0.024444444
UnkRM,9,0.030107528,0.030107528,0.030107528,0.030107528,0.030107528,0.030107528,0.030107528,0.030107528,0.030107528,0.030107528,0.030107528
UnkRM,10,0.03469388,0.03469388,0.03469388,0.03469388,0.03469388,0.03469388,0.03469388,0.03469388,0.03469388,0.03469388,0.03469388
UnkRM,11,0.039215688,0.039215688,0.039215688,0.039215688,0.039215688,0.039215688,0.039215688,0.039215688,0.039215688,0.039215688,0.039215688
UnkRM,12,0.042990655,0.042990655,0.042990655,0.042990655,0.042990655,0.042990655,0.042990655,0.042990655,0.042990655,0.042990655,0.042990655
UnkRM,13,0.046846844,0.046846844,0.046846844,0.046846844,0.046846844,0.046846844,0.046846844,0.046846844,0.046846844,0.046846844,0.046846844
UnkRM,14,0.050877195,0.050877195,0.050877195,0.050877195,0.050877195,0.050877195,0.050877195,0.050877195,0.050877195,0.050877195,0.050877195
UnkRM,15,0.053333335,0.053333335,0.053333335,0.053333335,0.053333335,0.053333335,0.053333335,0.053333335,0.053333335,0.053333335,0.053333335
UnkRM,16,0.05555556,0.05555556,0.05555556,0.05555556,0.05555556,0.05555556,0.05555556,0.05555556,0.05555556,0.05555556,0.05555556
UnkRM,17,0.057575755,0.057575755,0.057575755,0.057575755,0.057575755,0.057575755,0.057575755,0.057575755,0.057575755,0.057575755,0.057575755
UnkRM,18,0.060294114,0.060294114,0.060294114,0.060294114,0.060294114,0.060294114,0.060294114,0.060294114,0.060294114,0.060294114,0.060294114
UnkRM,19,0.06285714,0.06285714,0.06285714,0.06285714,0.06285714,0.06285714,0.06285714,0.06285714,0.06285714,0.06285714,0.06285714
UnkRM,20,0.064827584,0.064827584,0.064827584,0.064827584,0.064827584,0.064827584,0.064827584,0.064827584,0.064827584,0.064827584,0.064827584
UnkRM,21,0.06369427,0.06369427,0.06369427,0.06369427,0.06369427,0.06369427,0.06369427,0.06369427,0.06369427,0.06369427,0.06369427
UnkRM,22,0.06583851,0.06583851,0.06583851,0.06583851,0.06583851,0.06583851,0.06583851,0.06583851,0.06583851,0.06583851,0.06583851
UnkRM,23,0.06483517,0.06483517,0.06483517,0.06483517,0.06483517,0.06483517,0.06483517,0.06483517,0.06483517,0.06483517,0.06483517
UnkRM,24,0.049679488,0.049679488,0.049679488,0.049679488,0.049679488,0.049679488,0.049679488,0.049679488,0.049679488,0.049679488,0.049679488
UnkRM,25,0.21237694,0.21237694,0.21237694,0.21237694,0.21237694,0.21237694,0.21237694,0.21237694,0.21237694,0.21237694,0.21237694
UnkRM,26,0.208798,0.208798,0.208798,0.208798,0.208798,0.208798,0.208798,0.208798,0.208798,0.208798,0.208798
UnkRM,27,0.2069161,0.2069161,0.2069161,0.2069161,0.2069161,0.2069161,0.2069161,0.2069161,0.2069161,0.2069161,0.2069161
UnkRM,28,0.20473252,0.20473252,0.20473252,0.20473252,0.20473252,0.20473252,0.20473252,0.20473252,0.20473252,0.20473252,0.20473252
UnkRM,29,0.20192307,0.20192307,0.20192307,0.20192307,0.20192307,0.20192307,0.20192307,0.20192307,0.20192307,0.20192307,0.20192307
UnkRM,30,0.1998362,0.1998362,0.1998362,0.1998362,0.1998362,0.1998362,0.1998362,0.1998362,0.1998362,0.1998362,0.1998362
UnkRM,31,0.19814815,0.19814815,0.19814815,0.19814815,0.19814815,0.19814815,0.19814815,0.19814815,0.19814815,0.19814815,0.19814815
UnkRM,32,0.19721657,0.19721657,0.19721657,0.19721657,0.19721657,0.19721657,0.19721657,0.19721657,0.19721657,0.19721657,0.19721657
UnkRM,33,0.19717406,0.19717406,0.19717406,0.19717406,0.19717406,0.19717406,0.19717406,0.19717406,0.19717406,0.19717406,0.19717406
UnkRM,34,0.1968599,0.1968599,0.1968599,0.1968599,0.1968599,0.1968599,0.1968599,0.1968599,0.1968599,0.1968599,0.1968599
UnkRM,35,0.19567691,0.19567691,0.19567691,0.19567691,0.19567691,0.19567691,0.19567691,0.19567691,0.19567691,0.19567691,0.19567691
UnkRM,36,0.19426751,0.19426751,0.19426751,0.19426751,0.19426751,0.19426751,0.19426751,0.19426751,0.19426751,0.19426751,0.19426751
UnkRM,37,0.19358242,0.19358242,0.19358242,0.19358242,0.19358242,0.19358242,0.19358242,0.19358242,0.19358242,0.19358242,0.19358242
UnkRM,38,0.1928314,0.1928314,0.1928314,0.1928314,0.1928314,0.1928314,0.1928314,0.1928314,0.1928314,0.1928314,0.1928314
UnkRM,39,0.19263913,0.19263913,0.19263913,0.19263913,0.19263913,0.19263913,0.19263913,0.19263913,0.19263913,0.19263913,0.19263913
UnkRM,40,0.19252653,0.19252653,0.19252653,0.19252653,0.19252653,0.19252653,0.19252653,0.19252653,0.19252653,0.19252653,0.19252653
UnkRM,41,0.19235456,0.19235456,0.19235456,0.19235456,0.19235456,0.19235456,0.19235456,0.19235456,0.19235456,0.19235456,0.19235456
UnkRM,42,0.1923926,0.1923926,0.1923926,0.1923926,0.1923926,0.1923926,0.1923926,0.1923926,0.1923926,0.1923926,0.1923926
UnkRM,43,0.1922114,0.1922114,0.1922114,0.1922114,0.1922114,0.1922114,0.1922114,0.1922114,0.1922114,0.1922114,0.1922114
UnkRM,44,0.19181293,0.19181293,0.19181293,0.19181293,0.19181293,0.19181293,0.19181293,0.19181293,0.19181293,0.19181293,0.19181293
UnkRM,45,0.19173121,0.19173121,0.19173121,0.19173121,0.19173121,0.19173121,0.19173121,0.19173121,0.19173121,0.19173121,0.19173121
UnkRM,46,0.19166249,0.19166249,0.19166249,0.19166249,0.19166249,0.19166249,0.19166249,0.19166249,0.19166249,0.19166249,0.19166249
UnkRM,47,0.19148485,0.19148485,0.19148485,0.19148485,0.19148485,0.19148485,0.19148485,0.19148485,0.19148485,0.19148485,0.19148485
UnkRM,48,0.1914856,0.1914856,0.1914856,0.1914856,0.1914856,0.1914856,0.1914856,0.1914856,0.1914856,0.1914856,0.1914856
UnkRM,49,0.19150521,0.19150521,0.19150521,0.19150521,0.19150521,0.19150521,0.19150521,0.19150521,0.19150521,0.19150521,0.19150521
UnkRM,50,0.19157554,0.19157554,0.19157554,0.19157554,0.19157554,0.19157554,0.19157554,0.19157554,0.19157554,0.19157554,0.19157554
UnkRM,51,0.19164646,0.19164646,0.19164646,0.19164646,0.19164646,0.19164646,0.19164646,0.19164646,0.19164646,0.19164646,0.19164646
