Classifiers,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRm,unkRM,unk
MINAS-BR,0.5230122,0.28887954,0.0,0.4801812,0.6310201,0.5477037,0.3899859,0.46468753,0.3139535,0.6691809,0.5433027,NaN,0.12161381,15
