Classifier,Timestamp,Acc,F1,SA,HL,Pr,Re,Accm,AccM,F1m,F1M,Prm,PrM,Rem,ReM
EaBR,1,0.9811216,0.9864884,0.9650194,0.007329257,0.98889506,0.9894503,0.9926707,0.9926707,0.98770493,0.9881332,0.98807305,0.98865545,0.98733705,0.9876116
EaBR,2,0.9806998,0.98611546,0.9644543,0.007497924,0.98847544,0.98916966,0.9925583,0.9925021,0.98753947,0.98808265,0.9878457,0.98852146,0.9872335,0.9876443
EaBR,3,0.9818552,0.98691547,0.96667284,0.0070727766,0.9890761,0.9898167,0.9927428,0.99292725,0.9878056,0.98862535,0.98799,0.9889299,0.9876213,0.98832095
EaBR,4,0.9826413,0.98754656,0.96792114,0.0067213033,0.9897236,0.99027914,0.9929571,0.9932788,0.98812646,0.98908633,0.9883115,0.9894644,0.98794144,0.9887085
EaBR,5,0.9839648,0.9885335,0.9702255,0.006221546,0.99061215,0.99101955,0.9932309,0.9937784,0.98855436,0.9898598,0.9887525,0.9902816,0.98835635,0.98943835
EaBR,6,0.9839522,0.9885695,0.9700028,0.006240173,0.9906799,0.99105024,0.993382,0.9937598,0.98877114,0.98981035,0.9889753,0.990195,0.988567,0.989426
EaBR,7,0.984155,0.9886901,0.9703198,0.0061582383,0.99075484,0.9910987,0.99349695,0.99384177,0.9889286,0.98986703,0.9891491,0.9903002,0.9887082,0.98943436
EaBR,8,0.9846542,0.9890744,0.97111315,0.0059995726,0.99112356,0.9913549,0.99360883,0.99400043,0.98908085,0.9901099,0.98931557,0.990516,0.98884624,0.98970413
EaBR,9,0.98493963,0.98928684,0.971545,0.0059008524,0.9912971,0.9915233,0.9937069,0.99409914,0.9892128,0.9901986,0.9894599,0.9906128,0.98896587,0.98978484
EaBR,10,0.9854827,0.98967963,0.97255707,0.0056774407,0.99167657,0.99178755,0.9938188,0.9943225,0.989373,0.990586,0.98964113,0.99104583,0.98910517,0.9901266
EaBR,11,0.9855565,0.9897245,0.9726781,0.0056562535,0.99173445,0.99178493,0.99390626,0.99434376,0.9894946,0.99063563,0.98978186,0.99112606,0.98920757,0.9901457
EaBR,12,0.98593444,0.9900136,0.97333455,0.005518234,0.9919911,0.9920142,0.99399483,0.99448174,0.98962194,0.9908686,0.98992413,0.99133223,0.98932,0.99040544
EaBR,13,0.9861402,0.99018574,0.97359085,0.00546982,0.9921369,0.99215126,0.9940713,0.9945302,0.98973113,0.99096185,0.990041,0.9913958,0.98942155,0.9905283
EaBR,14,0.98621064,0.99026567,0.9735725,0.0054680016,0.9922355,0.9922025,0.9941327,0.994532,0.98981714,0.99094194,0.9901354,0.991371,0.98949915,0.9905133
EaBR,15,0.98643845,0.9904203,0.974001,0.005370134,0.9923086,0.9923643,0.99419487,0.99462986,0.9899059,0.99109447,0.99022466,0.9914705,0.98958725,0.9907187
EaBR,16,0.9864063,0.9903886,0.97395927,0.0053747734,0.99225104,0.9923612,0.99424547,0.9946252,0.98997515,0.9910882,0.9902909,0.9914328,0.9896597,0.9907438
EaBR,17,0.9856045,0.98976856,0.9725826,0.00564357,0.99169374,0.9918628,0.99425334,0.9877781,0.9899683,0.97346824,0.9902757,0.9743044,0.98966104,0.97263354
EaBR,18,0.98475283,0.98912805,0.9710194,0.005895887,0.99109536,0.9913734,0.99422854,0.99074703,0.9898953,0.9809132,0.9901944,0.98128366,0.9895965,0.98054296
EaBR,19,0.9843032,0.9888487,0.9699424,0.006029056,0.9908673,0.9911846,0.99419194,0.99169546,0.98979586,0.9835892,0.99008965,0.9839933,0.9895023,0.9831853
EaBR,20,0.983996,0.98866254,0.9691953,0.006107242,0.9907268,0.99104714,0.9941521,0.9920742,0.9896871,0.9845462,0.9899788,0.98497254,0.98939556,0.9841202
EaBR,21,0.9836254,0.9884103,0.96841353,0.0062176622,0.9905248,0.9908433,0.99410635,0.9922941,0.9895652,0.98496586,0.98985815,0.98542285,0.98927253,0.9845093
EaBR,22,0.9831499,0.9881193,0.96727353,0.006376969,0.99032015,0.9906078,0.9940507,0.9922424,0.98942447,0.985009,0.98972255,0.98549765,0.98912656,0.98452085
EaBR,23,0.9827682,0.9878832,0.96632934,0.0065103183,0.99016565,0.9904047,0.9939894,0.9922376,0.9892735,0.9851193,0.98957896,0.98563576,0.98896813,0.9846034
EaBR,24,0.98207915,0.98744696,0.96469986,0.006755995,0.9898273,0.9900762,0.99391305,0.9920041,0.9890957,0.9847436,0.9894103,0.9852846,0.98878133,0.9842031
EaBR,25,0.9816115,0.9871205,0.9637119,0.006911657,0.98955667,0.98980325,0.99383223,0.99190587,0.9889105,0.9845606,0.9892347,0.98513967,0.9885865,0.98398226
EaBR,26,0.98124784,0.98689604,0.96277857,0.007051782,0.98937106,0.9896477,0.993749,0.99178535,0.98872197,0.98440194,0.98905677,0.98499966,0.9883874,0.98380494
EaBR,27,0.98088354,0.9866753,0.9618526,0.0071918154,0.9892027,0.98947954,0.99366385,0.99169046,0.9885316,0.98437065,0.9888781,0.98498625,0.98818535,0.98375577
EaBR,28,0.9805221,0.98643917,0.96101266,0.007321847,0.9889701,0.98933667,0.99357784,0.9916118,0.9883415,0.9843554,0.98869854,0.98497087,0.9879847,0.9837406
EaBR,29,0.9801058,0.9861677,0.9600391,0.0074844165,0.988728,0.98914325,0.99348867,0.9914563,0.9881471,0.9841663,0.9885151,0.9847903,0.9877793,0.98354316
EaBR,30,0.98006606,0.9861688,0.95977855,0.007500352,0.9887304,0.989157,0.9934077,0.9914396,0.9879697,0.9842126,0.98834884,0.9848511,0.9875908,0.9835748
EaBR,31,0.9798347,0.98603445,0.9591584,0.007604862,0.9886403,0.98905617,0.99332756,0.9913811,0.9877965,0.98428315,0.9881869,0.9849343,0.98740643,0.98363286
EaBR,32,0.97981155,0.98604006,0.9589764,0.0076189325,0.9886627,0.9890486,0.9932544,0.9914054,0.9876399,0.9845066,0.9880418,0.98517627,0.98723835,0.9838378
EaBR,33,0.9799272,0.986136,0.9591084,0.0075788423,0.9887568,0.989117,0.993191,0.99149233,0.98750496,0.98483485,0.9879175,0.98549914,0.98709273,0.9841714
EaBR,34,0.9800524,0.98624206,0.959249,0.007538388,0.98885065,0.9892033,0.9931362,0.99156433,0.9873898,0.98515016,0.9878125,0.9858088,0.98696744,0.9844925
EaBR,35,0.98012555,0.9863136,0.9592705,0.0075214077,0.98891807,0.9892635,0.9930876,0.99162275,0.98728967,0.985417,0.9877221,0.986079,0.9868576,0.984756
EaBR,36,0.98021525,0.9863846,0.9593525,0.0074976557,0.9889637,0.9893255,0.99304473,0.9917018,0.9872042,0.9857298,0.98764557,0.98639446,0.98676324,0.98506594
EaBR,37,0.9802662,0.98642606,0.959385,0.007490203,0.98897433,0.9893741,0.9930061,0.9917256,0.9871301,0.98592484,0.9875803,0.9865983,0.9866804,0.9852523
EaBR,38,0.9802437,0.98640645,0.959255,0.0075050727,0.98894614,0.989352,0.99297,0.99172854,0.98706424,0.9860746,0.98752266,0.9867496,0.9866061,0.9854005
EaBR,39,0.979957,0.9861916,0.9586188,0.007601975,0.98871475,0.98921114,0.99293077,0.97330505,0.9869952,0.94993705,0.98746186,0.9515562,0.98652893,0.94832337
EaBR,40,0.97918683,0.98567545,0.9567367,0.007854452,0.988252,0.9888479,0.9928786,0.98462856,0.98690236,0.9715505,0.9873772,0.97239417,0.98642796,0.97070843
EaBR,41,0.97862273,0.9852965,0.95538,0.008026854,0.98793143,0.988574,0.9928197,0.98605025,0.98679775,0.9743725,0.98728096,0.9751757,0.986315,0.97357064
EaBR,42,0.97788626,0.9847892,0.9537175,0.008272303,0.9875215,0.98818976,0.99275047,0.98655355,0.98667485,0.97567695,0.9871659,0.9764618,0.9861843,0.9748932
EaBR,43,0.97717273,0.9842882,0.9520678,0.008513722,0.98706985,0.987819,0.9926721,0.9866709,0.9865362,0.9761026,0.987035,0.97688377,0.98603797,0.9753226
EaBR,44,0.976713,0.98399377,0.95084655,0.008677424,0.9868318,0.9876072,0.99259007,0.9868582,0.98639166,0.9766746,0.9868978,0.9774767,0.985886,0.9758738
EaBR,45,0.9763305,0.98375475,0.9497784,0.008823266,0.9866382,0.98744,0.9925058,0.9870942,0.9862441,0.977283,0.9867574,0.97808033,0.98573136,0.97648704
EaBR,46,0.9758047,0.98340786,0.948491,0.00903523,0.98638695,0.9871648,0.99241585,0.9871443,0.98608756,0.9775589,0.98660797,0.9783605,0.9855676,0.97675866
EaBR,47,0.97539514,0.98315465,0.9473174,0.009197651,0.98621655,0.9869401,0.99232346,0.9872564,0.9859275,0.97797674,0.9864548,0.97876006,0.9854008,0.9771946
EaBR,48,0.97498864,0.9829127,0.94605386,0.009374803,0.9860552,0.98672205,0.9922281,0.9871997,0.98576343,0.9780347,0.98629767,0.97882444,0.98522973,0.97724617
EaBR,49,0.974507,0.9826205,0.94463784,0.009573882,0.9858425,0.9864887,0.992129,0.98709303,0.9855937,0.9781,0.9861344,0.9788871,0.9850535,0.9773141
