Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM,unkRM,unk
38,0.43658695,0.0,0.39892346,0.35991696,0.5886175,0.45894042,0.340277,0.37421107,0.23137389,0.59326917,0.64285713,0.0,0
39,0.43993697,0.0,0.38869464,0.36227888,0.59442884,0.45855582,0.34191605,0.37361434,0.23289213,0.5934852,0.64285713,0.0,0
40,0.44251814,0.0,0.38011363,0.3636387,0.6004279,0.45831504,0.34285715,0.3731276,0.23376624,0.5939081,0.64285713,0.0,0
41,0.44467086,0.0,0.37305987,0.3648707,0.6052242,0.458188,0.34370813,0.3727343,0.23455812,0.5944793,0.64285713,0.0,0
42,0.44605944,0.0,0.36580086,0.36526236,0.6097831,0.4581277,0.3439783,0.37238666,0.23480985,0.5951622,0.64285713,0.0,0
43,0.4475019,0.0,0.36099365,0.36598808,0.61309046,0.45813552,0.34447858,0.3720957,0.23527634,0.59593344,0.64285713,0.0,0
44,0.44566765,0.0,0.3693182,0.36513096,0.6089288,0.45805448,0.34388775,0.37178603,0.2347255,0.59645456,0.64285713,0.0,0
45,0.44607803,0.0,0.36666667,0.36504173,0.6108422,0.45799097,0.34382614,0.3714927,0.23466809,0.59699506,0.64285713,0.0,0
46,0.44788548,0.0,0.35968378,0.36567008,0.6158012,0.4579955,0.34425947,0.37124482,0.235072,0.59765184,0.64285713,0.0,0
47,0.448727,0.0,0.35638297,0.36578816,0.6189927,0.45803446,0.3443408,0.37101737,0.23514783,0.59837526,0.64285713,0.0,0
48,0.44901627,0.0,0.3532197,0.36537507,0.62240076,0.45808443,0.34405604,0.37078696,0.23488231,0.5991464,0.64285713,0.0,0
49,0.45004925,0.0,0.34879407,0.36570048,0.6259554,0.45817265,0.34428033,0.3705834,0.23509142,0.5999813,0.64285713,0.0,0
50,0.45165747,0.0,0.3440909,0.36661893,0.6292026,0.4583151,0.34491295,0.37042782,0.23568182,0.600879,0.64285713,0.0,0
51,0.4527283,0.0,0.3395722,0.3670557,0.6319849,0.45848796,0.3452135,0.370298,0.23596255,0.6018162,0.64285713,0.0,0
